Uploader_V2_PreviousWeek

Date/Time Generated,8/11/15 6:56 PM
Report Time Zone,Australia/Sydney
Account ID,6069
Date Range,8/2/15 - 8/8/15
Advertiser,Equals:Honda (3826313)

Report Fields
Date,Campaign,Campaign ID,Site (DCM),Placement,Ad Type,Creative,Creative Type,Click-through URL,Placement Strategy,Package/Roadblock,Package/Roadblock Strategy,Creative Pixel Size,Placement Pixel Size,Impressions,Clicks,Total Conversions,DBM Cost (Account Currency),Media Cost,Planned Media Cost,Brochures : Brochure - View Online: View-through Conversions,Brochures : Brochure - View Online: Click-through Conversions,Brochures : Brochure - View Online: Total Conversions,Brochures : Order Printed Brochure - Option 2: View-through Conversions,Brochures : Order Printed Brochure - Option 2: Click-through Conversions,Brochures : Order Printed Brochure - Option 2: Total Conversions,Test Drive : Find A Dealer: View-through Conversions,Test Drive : Find A Dealer: Click-through Conversions,Test Drive : Find A Dealer: Total Conversions,Test Drive : Request A Test Drive: View-through Conversions,Test Drive : Request A Test Drive: Click-through Conversions,Test Drive : Request A Test Drive: Total Conversions
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 300x250,(not set),(not set),(not set),(not set),Interaction,REA Performance - CRV,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 300x250,Default,HOD0966_Generic_Mobile_300x250,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - CRV,(not set),300x250,300 x 250,114,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 300x250,Standard,HOD0966_Generic_Q2_300x250,Flash in-page,http://honda.com.au/offers.html?utm_medium=advertising&utm_source=rea&utm_campaign=get+the+low+down&utm_content=generic,Interaction,REA Performance - CRV,(not set),300x250,300 x 250,70755,25,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 300x600,(not set),(not set),(not set),(not set),Interaction,REA Performance - CRV,(not set),(not set),300 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 300x600,Default,HOD0966_Generic_Q2_300x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - CRV,(not set),300x600,300 x 600,23,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 300x600,Standard,HOD0966_Generic_Q2_300x600,Flash in-page,http://honda.com.au/offers.html?utm_medium=advertising&utm_source=rea&utm_campaign=get+the+low+down&utm_content=generic,Interaction,REA Performance - CRV,(not set),300x600,300 x 600,11007,5,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 728x90,(not set),(not set),(not set),(not set),Interaction,REA Performance - CRV,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 728x90,Default,HOD0966_Generic_Q2_728x90,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - CRV,(not set),728x90,728 x 90,11,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - CRV - Desktop 728x90,Standard,HOD0966_Generic_Q2_728x90,Flash in-page,http://honda.com.au/offers.html?utm_medium=advertising&utm_source=rea&utm_campaign=get+the+low+down&utm_content=generic,Interaction,REA Performance - CRV,(not set),728x90,728 x 90,25186,14,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 160x600 (Photo Sky),(not set),(not set),(not set),(not set),Interaction,REA Performance - HRV,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 160x600 (Photo Sky),Standard,revised HRV_Display Audio_160x600_looping_v2,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),160x600,160 x 600,1,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 160x600 (Wide Sky),(not set),(not set),(not set),(not set),Interaction,REA Performance - HRV,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 160x600 (Wide Sky),Default,HOD0966_Generic_Q2_160x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - HRV,(not set),160x600,160 x 600,10,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 160x600 (Wide Sky),Standard,HRV magicseat 160x600 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),160x600,160 x 600,126,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 160x600 (Wide Sky),Standard,HRV wherever 160x600 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),160x600,160 x 600,285,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 160x600 (Wide Sky),Standard,revised HRV_Display Audio_160x600_looping_v2,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),160x600,160 x 600,142,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,(not set),(not set),(not set),(not set),Interaction,REA Performance - HRV,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,Default,HOD0966_Generic_Mobile_300x250,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - HRV,(not set),300x250,300 x 250,26,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,Standard,HRV magicseat 300x250 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),300x250,300 x 250,3522,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,Standard,HRV wherever 300x250 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),300x250,300 x 250,6996,2,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x250,Standard,revised HRV_Display Audio_300x250_looping_v2,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),300x250,300 x 250,3487,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,(not set),(not set),(not set),(not set),Interaction,REA Performance - HRV,(not set),(not set),300 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,Default,HOD0966_Generic_Q2_300x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - HRV,(not set),300x600,300 x 600,20,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,Standard,HRV magicseat 300x600 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),300x600,300 x 600,919,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,Standard,HRV wherever 300x600 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),300x600,300 x 600,1739,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 300x600,Standard,revised HRV_Display Audio_300x600_looping_v2,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),300x600,300 x 600,868,1,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,(not set),(not set),(not set),(not set),Interaction,REA Performance - HRV,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,Default,HOD0966_Generic_Q2_728x90,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - HRV,(not set),728x90,728 x 90,15,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,Standard,HRV wherever 728x90 rea,Rich Media In-Page Flash,(not set),Interaction,REA Performance - HRV,(not set),728x90,728 x 90,7487,3,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,Standard,revised HRV_Display Audio_728x90_looping_v2,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),728x90,728 x 90,3784,3,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - HRV - Desktop 728x90,Standard,updated  HRV_magic_seats_728x90,Flash in-page,http://www.honda.com.au/cars/models/hr-v.html?utm_medium=advertising+&utm_source=rea+&utm_campaign=hrv&utm_content=standard+display,Interaction,REA Performance - HRV,(not set),728x90,728 x 90,3727,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 300x250,(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 300x250,Default,HOD0966_Generic_Mobile_300x250,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),300x250,300 x 250,23057,2,1,0.00,5.000000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 300x600,(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),300 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 300x600,Default,HOD0966_Generic_Q2_300x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),300x600,300 x 600,6884,2,0,0.00,5.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 728x90,(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz - Desktop 728x90,Default,HOD0966_Generic_Q2_728x90,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),728x90,728 x 90,8186,1,1,0.00,2.500000000,0.000000000,0,0,0,0,0,0,1,0,1,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz- Desktop 160x600 (Photo Sky),(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz- Desktop 160x600 (Photo Sky),Default,HOD0966_Generic_Q2_160x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),160x600,160 x 600,1,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz- Desktop 160x600 (Wide Sky),(not set),(not set),(not set),(not set),Interaction,REA Performance - Jazz,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,4.651162000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,RealEstate.com.au,REA Performance - Jazz- Desktop 160x600 (Wide Sky),Default,HOD0966_Generic_Q2_160x600,Image,http://www.honda.com.au/offers.html,Interaction,REA Performance - Jazz,(not set),160x600,160 x 600,1,0,0,0.00,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - CRV - Desktop 160x600,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - CRV,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,7.559720000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - CRV - Desktop 300x250,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - CRV,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,7.559720000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - CRV - Desktop 728x90,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - CRV,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,7.559720000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - CRV - Mobile 320x50,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - CRV,(not set),(not set),320 x 50,0,0,0,0.00,0.000000000,7.559720000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - HRV - Desktop 160x600,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - HRV,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,5.830302000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - HRV - Desktop 300x250,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - HRV,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,5.830302000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - HRV - Desktop 728x90,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - HRV,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,5.830302000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - HRV - Mobile 320x50,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - HRV,(not set),(not set),320 x 50,0,0,0,0.00,0.000000000,5.830302000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - Offers - Desktop 160x600,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - Offers,(not set),(not set),160 x 600,0,0,0,0.00,0.000000000,9.372465000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - Offers - Desktop 300x250,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - Offers,(not set),(not set),300 x 250,0,0,0,0.00,0.000000000,9.372465000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - Offers - Desktop 728x90,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - Offers,(not set),(not set),728 x 90,0,0,0,0.00,0.000000000,9.372465000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda Always On (April-Sept),8672302,mi9,Mi9 Performance - Offers - Mobile 320x50,(not set),(not set),(not set),(not set),Conversions,Mi9 Performance - Offers,(not set),(not set),320 x 50,0,0,0,0.00,0.000000000,9.372465000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Contextual & Auto Intenders - OLV,In-Stream Video,CRV_Horses_30sec,In-Stream Video,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=video,Awareness,AOD - Contextual & Auto Intenders OLV,Awareness,0x0,0 x 0,3488,53,0,88.53,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Premium - OLV,In-Stream Video,CRV_Horses_30sec,In-Stream Video,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=video,Awareness,AOD - Premium OLV,Awareness,0x0,0 x 0,2883,10,0,87.34,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Retargeted off the CRV Showroom - OLV,In-Stream Video,CRV_Horses_30sec,In-Stream Video,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=video,Awareness,AOD Retargeted off the CRV Showroom OLV,Awareness,0x0,0 x 0,3660,24,0,88.13,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - (Mobile) Leaderboard 320x50,Standard,320x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=mrec,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,320x50,320 x 50,15681,9,0,37.83,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - (Mobile) Mrec 300x50,Standard,300x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=leaderboard,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,300x50,300 x 50,840,3,0,2.23,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - FHP 300x600,Standard,Brand_300x600,Flash in-page,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=fhp,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,300x600,300 x 600,641,1,0,3.09,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - Leaderboard 728x90,Standard,Brand_728x90,Flash in-page,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=leaderboard,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,728x90,728 x 90,7168,3,0,23.12,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - Mrec 300x250,Standard,Brand_300x250,Flash in-page,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=mrec,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,300x250,300 x 250,9363,2,0,34.29,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Audience on Demand - Site ID 1270051,AOD - Upweight to Always On Prospecting/Retargeting - Skyscraper 160x600,Standard,Brand_160x600,Flash in-page,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=aod&utm_campaign=crv&utm_content=skyscraper,(not set),AOD - Upweight to Always On prospecting/retargeting,Awareness,160x600,160 x 600,2022,0,0,6.81,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Banner 300x50,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),300 x 50,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Banner 300x50,Standard,300x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=banner,(not set),BigMobile - Mobile Performance,Awareness,300x50,300 x 50,1809,1,0,0.00,0.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Large Banner 300x100,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),300 x 100,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Large Banner 300x100,Standard,300x100,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=banner,(not set),BigMobile - Mobile Performance,Awareness,300x100,300 x 100,14,1,0,0.00,0.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Large Banner 320x100,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),320 x 100,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Large Banner 320x100,Standard,320x100v2,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=lrg+banner,(not set),BigMobile - Mobile Performance,Awareness,320x100,320 x 100,172,1,0,0.00,0.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Mrec 300x250,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),300 x 250,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Mobile) Mrec 300x250,Standard,300x250,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=mrec,(not set),BigMobile - Mobile Performance,Awareness,300x250,300 x 250,14141,26,2,0.00,13.000000000,0.000000000,0,0,0,0,0,0,2,0,2,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Tablet) Leaderboard 728x90,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),728 x 90,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - (Tablet) Leaderboard 728x90,Standard,728x90_low-spec,Image,http://honda.com.au/cars/models/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=leaderboard,(not set),BigMobile - Mobile Performance,Awareness,728x90,728 x 90,3760,3,0,0.00,1.500000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - 320x50,(not set),(not set),(not set),(not set),(not set),BigMobile - Mobile Performance,Awareness,(not set),320 x 50,0,0,0,0.00,0.000000000,4.035512000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,Big Mobile - Mobile Performance - 320x50,Standard,320x50,Image,http://m.honda.com.au/range/cr-v.html?utm_medium=advertising+&utm_source=bigmobile&utm_campaign=crv&utm_content=banner,(not set),BigMobile - Mobile Performance,Awareness,320x50,320 x 50,5268,14,0,0.00,7.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,Honda CR-V Series II July 2015,8879566,Big Mobile,"Big Mobile - Targeting Women wKids <5, Parenting, Auto Buyers - (Mobile) Banner 300x50",(not set),(not set),(not set),(not set),(not set),BigMobile Targeting: Women w Kids <5,Awareness,(not set),300 x 50,0,0,0,0.00,0.000000000,4.035514000,0,0,0,0,0,0,0,0,0,0,0,0
